int_len,prob_err,prob_err_est,se,st
13.0,1.0,0.7875834703445435,1.0,0.8937917530536652
27.0,1.0,0.6173423528671265,1.0,0.8937917530536652
41.0,0.9,0.5639393329620361,1.0,0.8937917530536652
54.0,0.9,0.4483792781829834,1.0,0.8937917530536652
68.0,0.9,0.403575599193573,1.0,0.8937917530536652
82.0,0.7,0.4654226303100586,1.0,0.8937917530536652
96.0,0.4,0.3831954598426819,1.0,0.8937917530536652
109.0,0.3,0.3706291913986206,1.0,0.8937917530536652
123.0,0.4,0.24601468443870544,1.0,0.8937917530536652
137.0,0.4,0.23058132827281952,1.0,0.8937917530536652
151.0,0.2,0.20234350860118866,1.0,0.8937917530536652
164.0,0.2,0.16262832283973694,1.0,0.8937917530536652
178.0,0.1,0.16976559162139893,1.0,0.8937917530536652
192.0,0.1,0.163883775472641,1.0,0.8937917530536652
206.0,0.1,0.11850545555353165,1.0,0.8937917530536652
219.0,0.1,0.10958875715732574,1.0,0.789823105931282
233.0,0.1,0.07500036060810089,0.95,0.6822504013776779
247.0,0.1,0.06843577325344086,0.95,0.6519945234060287
260.0,0.1,0.05735021084547043,0.7,0.5540351092815399
274.0,0.1,0.05909372493624687,0.7,0.5540351092815399
288.0,0.1,0.060370881110429764,0.6,0.5385155618190766
302.0,0.1,0.03269582241773605,0.6,0.5239321321249009
315.0,0.1,0.0235711932182312,0.6,0.5239321321249009
329.0,0.1,0.013716166839003563,0.6,0.5239321321249009
343.0,0.1,0.02131463959813118,0.6,0.5239321321249009
357.0,0.1,0.022298460826277733,0.6,0.5239321321249009
370.0,0.1,0.03285657614469528,0.6,0.5239321321249009
384.0,0.1,0.03297870606184006,0.6,0.5239321321249009
398.0,0.1,0.032644011080265045,0.6,0.5239321321249009
412.0,0.1,0.03248801827430725,0.6,0.5239321321249009
